0,6
0,7
0,8
0,9
0,10
0,21
0,22
0,23
0,54
0,72
0,74
0,75
0,76
0,77
0,82
0,83
0,94
1,8
1,9
1,10
1,14
1,15
1,16
1,21
1,22
1,23
1,28
1,55
1,62
1,82
1,83
1,94
1,98
2,7
2,8
2,9
2,14
2,20
2,28
2,82
2,83
3,8
3,9
3,15
3,16
3,26
3,28
3,63
3,82
3,91
83,33
83,34
83,35
83,36
83,37
83,38
83,39
83,40
83,41
83,42
83,43
83,44
83,45
83,46
83,47
83,48
83,49
83,50
83,51
83,52
83,53
83,54
83,55
83,56
83,57
83,58
83,59
83,60
83,61
83,62
83,63
83,64
83,65
83,66
83,67
83,68
83,69
83,70
83,71
83,72
83,73
83,74
83,75
83,76
83,77
83,78
83,79
83,80
83,81
83,83
